ds_e,ds_spec,+-,ds_model,ds_residuals,+-,ds_ratio,+-,model_ratio,no_spin
3.0700000524520874,0.9803831202597478,0.014871080410318357,0.9869499674232493,-0.4415850753483243,1.0,1.0093532894431172,0.01531051853050169,1.0161141859220308,1.0000846208796363
3.1200000047683716,0.9219399461059662,0.014428999149839397,0.9589004741195758,-2.5615448188602183,1.0,0.978166767030479,0.015308987867916613,1.0173814255855347,1.0000908257192713
3.1699999570846558,0.9208560472020701,0.014419573553670522,0.9283440424082336,-0.5192938042371871,1.0,1.0105917751029938,0.01582473447191727,1.018809461667959,1.000099498630224
3.21999990940094,0.903533987757004,0.014285576304104382,0.8996732252577336,0.2702559852738409,1.0,1.0248360451759084,0.01620345634025488,1.0204569641178312,1.0001149203850526
3.2699999809265137,0.886654248849467,0.014153054766343364,0.8755265631980664,0.7862391430762148,1.0,1.0353495521348415,0.01652657609512147,1.0223557111078292,1.0001526581102174
3.3200000524520874,0.8516875645795053,0.013875797197618289,0.854264049009306,-0.1856819030363798,1.0,1.0212980791934905,0.01663911229254901,1.024387661228807,1.0002551121340002
3.3700000047683716,0.8494913536034372,0.013858536858982471,0.8341368454954348,1.107945828931453,1.0,1.045140945858738,0.017050349317359454,1.0262500824507452,1.000474600931765
3.4199999570846558,0.8259155725590301,0.013668827760732197,0.8135210116129791,0.9067757062283102,1.0,1.0434587134858968,0.017269146997533492,1.0277994705212479,1.0007988371840248
3.46999990940094,0.791833698241043,0.013387470318902549,0.7932516781764968,-0.10591843729069973,1.0,1.027335609817627,0.017369082693167268,1.0291753159136603,1.0011521473689913
3.5199999809265137,0.7759470441415706,0.013253535765431434,0.7758173662086825,0.00978440283281444,1.0,1.03068640201058,0.017604602266515973,1.030514151490293,1.0014864594949922
3.5700000524520874,0.7621239507549948,0.013138514055065546,0.7604243145747878,0.1293628924156596,1.0,1.034165689957344,0.017828334143430106,1.031859365085597,1.0017996428221623
3.6200000047683716,0.7482261104918296,0.013017800237263273,0.7451672928885219,0.2349719267124645,1.0,1.037470791532034,0.018050141964815733,1.0332295148971278,1.0021038965328077
3.6699999570846558,0.7376916040499735,0.012928408090493702,0.7303799559552296,0.5655489866629524,1.0,1.044992286381827,0.01831400365083606,1.034634820175355,1.0024096426917866
3.71999990940094,0.7230001269473417,0.012801503947200105,0.7158086112929442,0.5617711547064338,1.0,1.0464813182124653,0.018529090419846846,1.036072209691648,1.002722008390364
3.7699999809265137,0.7033871605222374,0.012628402520826969,0.7003027262446931,0.24424580008891347,1.0,1.04210697420878,0.01870967665986202,1.0375372142635872,1.0030437025554122
3.8200000524520874,0.704267375317595,0.012636205103670865,0.6846380657234729,1.5534180897728336,1.0,1.0688187368411401,0.01917710978913443,1.039028667585139,1.0033771974054713
3.8700000047683716,0.6585468005336585,0.012227419089180663,0.6699284700241509,-0.9308317157922014,1.0,1.0228701213327311,0.01899191012271441,1.0405483936184285,1.0037238386597713
3.9225000143051147,0.6701493572109857,0.011747155680589422,0.6550434075368325,1.2859240215155792,1.0,1.0662175299694534,0.018689898272903044,1.0421837408206447,1.0041030979543817
3.977500081062317,0.6361544705382004,0.011451478294360617,0.6400253428867331,-0.3380238122128667,1.0,1.0376323002858878,0.018678519627785585,1.0439460846969648,1.0045189708087934
4.0325000286102295,0.6273849113586986,0.01137395513898768,0.6262857453545285,0.09663885523887053,1.0,1.047580997222496,0.018991752991095342,1.0457456559544571,1.004950472497057
4.0874998569488525,0.6168337718773035,0.011278397129388839,0.6129672775491758,0.3428230344941941,1.0,1.0541796938146248,0.019274977756801294,1.04757178745023,1.0053916180132831
4.142499923706055,0.5970918048242636,0.011100063715837973,0.5992763878819307,-0.19680815476311805,1.0,1.0456106731593948,0.019438124925270917,1.0494362546579923,1.0058453585769949
4.197499990463257,0.5803642558115669,0.01094540855898498,0.5863330900225026,-0.5453276758715304,1.0,1.0406397097042992,0.019625996383063376,1.051342308698538,1.006317827251876
4.252500057220459,0.5772610779204835,0.010917461208367812,0.5744645649523296,0.256150483595083,1.0,1.0584060503012136,0.020017124727153324,1.0532786541221704,1.0068095834783235
4.307500123977661,0.5646021347923988,0.010800251775890312,0.5624248590024007,0.20159491048704503,1.0,1.05933255133808,0.020263930233020335,1.0552474461366386,1.0073181134923903
4.362499952316284,0.538597029826021,0.010552704538353526,0.5500031755867878,-1.0808741701533935,1.0,1.0353243724826964,0.020285058400146286,1.0572499681474676,1.0078439594475004
4.417500019073486,0.546882993008577,0.010629962381211493,0.5382137487164768,0.8155479747908781,1.0,1.0763397815995237,0.020921205329244696,1.059277534963074,1.0083904916077093
4.4725000858306885,0.5356224853498768,0.010522408587462216,0.5272256284557673,0.7979976090374059,1.0,1.0782234578004157,0.02118191092024682,1.0613203435312155,1.0089593132017214
4.5274999141693115,0.532738359285621,0.010494008627772443,0.5162800611719024,1.5683518755799009,1.0,1.0972758311437711,0.021614403840770523,1.0633768403405572,1.00955095997375
4.582499980926514,0.5042175005304519,0.01021609957110035,0.5053330795825117,-0.1091981381246148,1.0,1.0631047475562594,0.021539879008797547,1.0654568622394496,1.0101656995156947
4.637500047683716,0.5085120769571664,0.010258120311074741,0.4951184712116855,1.305658867250859,1.0,1.0964399590206908,0.022118281006827514,1.0675610292957802,1.0108023229768301
4.692499876022339,0.4893694574560766,0.010068085783016696,0.4856323439504807,0.37118411445200333,1.0,1.0779145661324223,0.022176570591470803,1.0696829754158448,1.0114585232851563
